,0
8141,increase
8142,entertainment
8143,factor
8144,therefore
8145,ratings
8146,veteran
8147,form
8148,understood
8149,elections
8150,become
8151,form
8152,reality
8153,tv
8154,best
8155,contestant
8156,thing
8157,best
8158,candidate
8159,would
8160,win
8161,maybe
8162,wouldn’t
8163,win
8164,final
8165,vote
8166,would
8167,least
8168,win
8169,walltowall
8170,coverage
8171,branding
8172,perspective
8173,still
8174,winning
8175,trump
8176,said
8177,contemplating
8178,presidential
8179,run
8180,2000
8181,decided
8182,“it’s
8183,possible
8184,could
8185,first
8186,presidential
8187,candidate
8188,run
8189,make
8190,money
8191,it”
8192,since
8193,election
8194,we’ve
8195,heard
8196,mea
8197,culpas
8198,media
8199,executives
8200,acknowledging
8201,helped
8202,trump’s
8203,electoral
8204,rise
8205,giving
8206,outsized
8207,portion
8208,coverage
8209,that’s
8210,true
8211,helped
8212,enormously
8213,handwringing
8214,doesn’t
8215,go
8216,nearly
8217,far
8218,enough
8219,also
8220,responsible
8221,biggest
8222,gift
8223,trump
8224,airtime
8225,entire
8226,infotainment
8227,model
8228,covering
8229,elections
8230,endlessly
8231,plays
8232,interpersonal
8233,dramas
8234,candidates
8235,largely
8236,abandoning
8237,traditional
8238,journalistic
8239,task
8240,delving
8241,policy
8242,specifics
8243,explaining
8244,different
8245,candidates’
8246,positions
8247,issues
8248,health
8249,care
8250,regulatory
8251,reform
8252,play
8253,voters’
8254,lives
8255,tyndall
8256,report
8257,found
8258,entire
8259,election
8260,three
8261,major
8262,nightly
8263,network
8264,news
8265,shows
8266,combined
8267,spent
8268,total
8269,32
8270,minutes
8271,“issues
8272,coverage”down
8273,already
8274,paltry
8275,220
8276,minutes
8277,2008
8278,election
8279,rest
8280,reality
8281,show
8282,said
8283,leading
8284,poll
8285,millions
8286,viewers
8287,result
8288,highly
8289,entertaining
8290,likely
8291,french
8292,media
8293,followed
8294,markedly
8295,similar
8296,formula
8297,cover
8298,highstakes
8299,2017
8300,elections
8301,worth
8302,underlining
8303,trump
8304,didn’t
8305,create
8306,problemhe
8307,exploited
8308,understood
8309,conventions
8310,fake
8311,reality
8312,better
8313,anyone
8314,took
8315,game
8316,whole
8317,new
8318,level
8319,fake
8320,fights
8321,real
8322,stakes
8323,trump
8324,didn’t
8325,bring
8326,reality
8327,tv
8328,expertise
8329,electoral
8330,politicshe
8331,mashed
8332,another
8333,blockbuster
8334,entertainment
8335,genre
8336,also
8337,based
8338,cartoonishly
8339,fake
8340,performance
8341,reality
8342,professional
8343,wrestling
8344,it’s
8345,hard
8346,overstate
8347,trump’s
8348,fascination
8349,wrestling
8350,performed
8351,ultrarich
8352,boss
8353,world
8354,wrestling
8355,entertainment
8356,wwe
8357,appearances
8358,least
8359,eight
8360,times
8361,enough
8362,earn
8363,place
8364,wwe
8365,hall
8366,fame
8367,“battle
8368,billionaires”
8369,pretended
8370,pound
8371,wrestling
8372,kingpin
8373,vince
8374,mcmahon
8375,celebrated
8376,victory
8377,publicly
8378,shaving
8379,mcmahon’s
8380,head
8381,front
8382,cheering
8383,throngs
8384,also
8385,dropped
8386,thousands
8387,dollars
8388,cash
8389,audience
8390,screaming
8391,fans
8392,appointed
8393,former
8394,ceo
8395,wwe
8396,linda
8397,mcmahon
8398,wife
8399,vince
8400,cabinet
8401,head
8402,small
8403,business
8404,administration
8405,detail
8406,largely
8407,lost
8408,amidst
8409,daily
8410,deluge
8411,apprentice
8412,
8413,trump’s
8414,side
8415,career
8416,pro
8417,wrestling
8418,exposed
8419,endeared
8420,massive
8421,audiencein
8422,stadiums
8423,tv
8424,online
8425,pro
8426,wrestling
8427,might
8428,largely
8429,invisible
8430,cultural
8431,force
8432,liberal
8433,voters
8434,wwe
8435,generates
8436,close
8437,billion
8438,dollars
8439,annual
8440,revenue
8441,trump
8442,pick
8443,votes
8444,experiencehe
8445,also
8446,picked
8447,tips
8448,matt
8449,taibbi
8450,pointed
8451,rolling
8452,stone
8453,
8454,trump’s
8455,entire
8456,campaign
8457,distinctly
8458,wwe
8459,quality
8460,carefully
8461,nurtured
8462,feuds
8463,candidates
8464,pure
8465,pro
8466,wrestling
8467,especially
8468,way
8469,handed
8470,insulting
8471,nicknames
8472,
8473,“little
8474,marco”
8475,“lyin’
8476,ted”
8477,wrestlinglike
8478,way
8479,trump
8480,played
8481,ringmaster
8482,rallies
8483,complete
8484,overthetop
8485,insultchants
8486,
8487,“lock
8488,up”
8489,“killary”
8490,directing
8491,crowd’s
8492,rage
8493,arena’s
8494,designated
8495,villains
8496,journalists
8497,demonstrators
8498,outsiders
8499,would
8500,emerge
8501,events
8502,shaken
8503,sure
8504,happened
8505,happened
8506,bizarre
8507,cross
8508,prowrestling
8509,match
8510,white
8511,supremacist
8512,rally
8513,reality
8514,television
8515,professional
8516,wrestling
8517,common
8518,forms
8519,mass
8520,entertainment
8521,relatively
8522,new
8523,american
8524,culture
8525,establish
8526,curious
8527,relationship
8528,realityone
8529,fake
8530,still
8531,somehow
8532,genuine
8533,time
8534,wwe
8535,every
8536,fight
8537,fixed
8538,everybody
8539,knows
8540,it’s
8541,rehearsed
8542,doesn’t
8543,lessen
8544,enjoyment
8545,way
8546,fact
8547,everyone
8548,joke
8549,cheers
8550,boos
8551,part
8552,show
8553,increases
8554,fun
8555,artifice
8556,drawbackit’s
8557,point
8558,wrestling
8559,reality
8560,tv
8561,thrive
8562,spectacle
8563,extreme
8564,emotion
8565,conflict
8566,suffering
8567,involve
8568,people
8569,screaming
8570,pulling
8571,other’s
8572,hair
8573,case
8574,wrestling
8575,beating
8576,crap
8577,time
8578,you’re
8579,watching
8580,know
8581,it’s
8582,real
8583,don’t
8584,care
8585,get
8586,part
8587,drama
8588,without
8589,feel
8590,empathy
8591,nobody
8592,cries
8593,wrestlers
8594,get
8595,slammed
8596,humiliated
8597,meant
8598,cry
8599,apprentice
8600,contestants
8601,trump
8602,fired
8603,humiliated
8604,it’s
8605,safe
8606,place
8607,laugh
8608,suffering
8609,part
8610,preparing
8611,ground
8612,igor
8613,things
8614,fake
8615,donald
8616,trump
8617,fake
8618,body
8619,parts
8620,fake
8621,wrestling
8622,fakereality
8623,tv
8624,fake
8625,news
8626,whole
8627,fake
8628,business
8629,model
8630,trump
8631,grafted
8632,warped
8633,relationship
8634,reality
8635,onto
8636,administration
8637,announces
8638,obama
8639,wiretapped
8640,way
8641,wrestler
8642,declares
8643,he’s
8644,going
8645,annihilate
8646,humiliate
8647,opponent
8648,whether
8649,it’s
8650,true
8651,beside
8652,point
8653,it’s
8654,part
8655,rousing
8656,crowd
8657,part
8658,theater
8659,apprentice
8660,may
8661,air
8662,trump
8663,may
8664,retired
8665,wwe
8666,career
8667,show
8668,still
8669,indeed
8670,never
8671,stops
8672,newt
8673,gingrich
8674,pretty
8675,faithful
8676,cheerleader
8677,donald
8678,trump
8679,asked
8680,shortly
8681,inauguration
8682,thought
8683,presidentelect’s
8684,decision
8685,keep
8686,position
8687,executive
8688,producer
8689,celebrity
8690,apprentice
8691,
8692,answer
8693,quite
8694,revealing
8695,said
8696,trump
8697,making
8698,mistake
8699,“is
8700,going
8701,executive
8702,producer
8703,thing
8704,called
8705,american
8706,government
8707,he’s
8708,going
8709,huge
8710,tv
8711,show
8712,called
8713,‘leading
8714,world’
8715,”
8716,that’s
8717,exactly
8718,what’s
8719,happening
8720,trump
8721,show
8722,broadcasting
8723,live
8724,oval
8725,office
8726,maralago
8727,even
8728,like
8729,tv
8730,show
8731,wellheeled
8732,members
8733,provide
8734,builtin
8735,live
8736,studio
8737,audience
8738,it’s
8739,clear
8740,precisely
8741,trump
8742,sees
8743,presidency
8744,executive
8745,producer
8746,country
8747,always
8748,eye
8749,ratings
8750,responding
8751,suggestion
8752,might
8753,fire
8754,gaffemachine
8755,press
8756,secretary
8757,reportedly
8758,said
8759,“i’m
8760,firing
8761,sean
8762,spicer
8763,guy
8764,gets
8765,great
8766,ratings
8767,everyone
8768,tunes
8769,in”
8770,it’s
8771,brash
8772,showmanship
8773,trump
8774,navigating
8775,failing
8776,navigatethe
8777,promises
8778,made
8779,bring
8780,back
8781,bygone
8782,days
8783,booming
8784,factories
8785,bluecollar
8786,jobs
8787,paid
8788,middleclass
8789,wages
8790,promises
8791,would
8792,impose
8793,“buy
8794,american
8795,hire
8796,american”
8797,policy
8798,never
8799,mind
8800,empire
8801,built
8802,outsourcing
8803,exploited
8804,labor
8805,posture
8806,authentic
8807,violence
8808,enacted
8809,appeared
8810,take
8811,wwe
8812,wrestler
8813,ring
8814,choosing
8815,among
8816,contestants
8817,celebrity
8818,apprentice
8819,
8820,trump
8821,knows
8822,well
8823,anyone
8824,idea
8825,american
8826,corporations
8827,returning
8828,1970sstyle
8829,manufacturing
8830,cruel
8831,joke
8832,knows
8833,business
8834,practices
8835,attest
8836,great
8837,many
8838,us
8839,companies
8840,longer
8841,manufacturers
8842,hollow
8843,shells
8844,buying
8845,products
8846,web
8847,cheap
8848,contractors
8849,may
8850,able
8851,bring
8852,back
8853,factories
8854,claim
8855,numbers
8856,minuscule
8857,compared
8858,need
8859,real
8860,way
8861,create
8862,great
8863,many
8864,wellpaying
8865,jobsbut
8866,looks
8867,nothing
8868,like
8869,trump
8870,approach
8871,requires
8872,looking
8873,future
8874,past
8875,we’ll
8876,see
8877,final
8878,chapter
8879,trump’s
8880,game
8881,plan
8882,already
8883,way
8884,approach
8885,unemployment
8886,underemployment
8887,crisis
8888,way
8889,approaches
8890,everythingas
8891,spectacle
8892,claim
8893,credit
8894,relatively
8895,small
8896,number
8897,jobsmost
8898,would
8899,created
8900,anywayand
8901,market
8902,hell
8903,supposed
8904,success
8905,stories
8906,won’t
8907,matter
8908,one
8909,bit
8910,whether
8911,job
8912,numbers
8913,support
8914,claims
8915,he’ll
8916,edit
8917,reality
8918,fit
8919,narrative
8920,learned
8921,apprentice
8922,
8923,first
8924,day
8925,president
8926,insisting
8927,objective
8928,evidence
8929,inauguration
8930,crowds
8931,historic
8932,trump
8933,always
8934,done
8935,1992
8936,empire
8937,teetering
8938,edge
8939,bankruptcy
8940,thanks
8941,series
8942,bad
8943,investment
8944,decisions
8945,didn’t
8946,deal
8947,situation
8948,getting
8949,finances
8950,order
8951,instead
8952,threw
8953,elaborate
8954,“comeback
8955,party”
8956,investors
8957,financiers
8958,trump
8959,taj
8960,mahal
8961,atlantic
8962,city
8963,culminated
8964,trumpwearing
8965,satin
8966,boxing
8967,shorts
8968,red
8969,boxing
8970,glovespunching
8971,paper
8972,wall
8973,theme
8974,song
8975,rocky
8976,
8977,man
8978,thinks
8979,solve
8980,anything
8981,right
8982,stagemanaged
8983,performance
8984,often
8985,past
8986,he’s
8987,proven
8988,right
8989,spun
8990,performed
8991,way
8992,bankruptcy
8993,convinced
8994,country’s
8995,economy
8996,fake
8997,news
8998,alternative
8999,facts
9000,big
9001,lie
9002,know
9003,anything
9004,certain
9005,it’s
9006,hard
9007,facts
9008,don’t
9009,matter
9010,donald
9011,trump’s
9012,world
9013,trump
9014,it’s
9015,much
9016,big
9017,lie
9018,constant
9019,lies
9020,yes
9021,tells
9022,big
9023,ones
9024,like
9025,time
9026,implied
9027,ted
9028,cruz’s
9029,dad
9030,role
9031,assassinating
9032,jfk
9033,years
9034,lies
9035,obama’s
9036,place
9037,birth
9038,it’s
9039,continuous
9040,stream
9041,lies
9042,notoriously
9043,offered
9044,us
9045,“alternative
9046,facts”that
9047,dizzying
9048,according
9049,politico
9050,investigation
9051,quite
9052,deliberate
9053,“white
9054,house
9055,staffers
9056,much
9057,lying
9058,sport
9059,rather
9060,larger
9061,agenda”
9062,even
9063,competing
9064,“smuggle
9065,biggest
9066,whoppers
9067,print”
9068,though
9069,claims
9070,based
9071,anonymous
9072,sources
9073,may
9074,lies
9075,story
9076,fits
9077,know
9078,trump
9079,good
9080,reaching
9081,pinnacle
9082,power
9083,can’t
9084,bend
9085,reality
9086,trump’s
9087,world
9088,according
9089,internal
9090,logic
9091,brand
9092,lying
9093,impunity
9094,part
9095,big
9096,boss
9097,tethered
9098,fixed
9099,boring
9100,facts
9101,losers
9102,far
9103,seems
9104,working
9105,least
9106,base
9107,liberals
9108,seized
9109,upon
9110,apparent
9111,tolerance
9112,“alternative
9113,facts”
9114,dismiss
9115,workingclass
9116,voters
9117,“suckers”
9118,it’s
9119,worth
9120,remembering
9121,large
9122,portion
9123,barack
9124,obama’s
9125,base
9126,quite
9127,happy
9128,embrace
9129,carefully
9130,crafted
9131,symbols
9132,administration
9133,createdthe
9134,white
9135,house
9136,lit
9137,like
9138,rainbow
9139,celebrate
9140,gay
9141,marriage
9142,shift
9143,civil
9144,erudite
9145,tone
9146,spectacle
9147,incredibly
9148,appealing
9149,first
9150,family
9151,free
9152,major
9153,scandals
9154,eight
9155,years
9156,good
9157,things
9158,often
9159,supporters
9160,looked
9161,way
9162,came
9163,drone
9164,warfare
9165,killed
9166,countless
9167,civilians
9168,deportations
9169,roughly
9170,25
9171,million
9172,immigrants
9173,without
9174,documents
9175,obama’s
9176,term
9177,broken
9178,promises
9179,close
9180,guantanamo
9181,shut
9182,george
9183,w
9184,bush’s
9185,mass
9186,surveillance
9187,architecture
9188,obama
9189,positioned
9190,climate
9191,hero
9192,one
9193,point
9194,bragged
9195,administration
9196,“added
9197,enough
9198,new
9199,oil
9200,gas
9201,pipelines
9202,encircle
9203,earth
9204,some”
9205,canada
9206,many
9207,liberals
9208,displaying
9209,kind
9210,selective
9211,blindness
9212,dazzled
9213,progressive
9214,messaging
9215,handsome
9216,prime
9217,minister
9218,letting
9219,hang
9220,many
9221,predecessor’s
9222,disastrous
9223,policies
9224,indefinite
9225,detention
9226,many
9227,immigrants
9228,ramming
9229,tar
9230,sands
9231,pipelines
9232,later
9233,politically
9234,justin
9235,trudeau
9236,different
9237,donald
9238,trump
9239,staunchest
9240,supporterswho
9241,often
9242,behave
9243,lot
9244,like
9245,fanshis
9246,celebrity
9247,similarly
9248,distorting
9249,effect
9250,new
9251,“trudeaumania”
9252,reminds
9253,us
9254,conservatives
9255,aren’t
9256,ones
9257,capable
9258,confusing
9259,engaged
9260,citizenship
9261,brand
9262,loyalty
9263,course
9264,trump’s
9265,successful
9266,attempt
9267,sell
9268,white
9269,working
9270,class
9271,voters
9272,dream
9273,manufacturing
9274,comeback
9275,eventually
9276,come
9277,crashing
9278,earth
9279,worrying
9280,trump
9281,it’s
9282,longer
9283,possible
9284,hide
9285,fact
9286,coal
9287,jobs
9288,aren’t
9289,coming
9290,back
9291,neither
9292,factory
9293,jobs
9294,paid
9295,workers
9296,enough
9297,provide
9298,families
9299,middleclass
9300,life
9301,likelihood
9302,trump
9303,fall
9304,back
9305,tools
9306,he’ll
9307,double
9308,pitting
9309,white
9310,workers
9311,immigrant
9312,workers
9313,rile
9314,fears
9315,black
9316,crime
9317,whip
9318,absurd
9319,frenzy
9320,transgendered
9321,people
9322,bathrooms
9323,launch
9324,fiercer
9325,attacks
9326,reproductive
9327,rights
9328,press
9329,course
9330,there’s
9331,always
9332,war
9333,apocalypse
9334,show
9335,acknowledging
9336,trump’s
9337,presidency
9338,produced
9339,like
9340,reality
9341,show
9342,way
9343,diminishes
9344,danger
9345,representsquite
9346,opposite
9347,people
9348,already
9349,died
9350,showin
9351,yemen
9352,afghanistan
9353,syria
9354,united
9355,statesand
9356,many
9357,meet
9358,fate
9359,goes
9360,air
9361,march
9362,alone
9363,ukbased
9364,monitoring
9365,group
9366,recorded
9367,allegations
9368,1500
9369,civilian
9370,deaths
9371,usled
9372,coalition
9373,airstrikes
9374,iraq
9375,syria
9376,higher
9377,ever
9378,recorded
9379,obama
9380,doesn’t
9381,mean
9382,it’s
9383,show
9384,bloodsport
9385,reality
9386,tv
9387,sciencefiction
9388,cliché
9389,think
9390,hunger
9391,games
9392,
9393,reality
9394,tv
9395,spectacle
9396,players
9397,die
9398,one
9399,running
9400,man
9401,
9402,another
9403,film
9404,televised
9405,event
9406,stakes
9407,life
9408,death
9409,wilbur
9410,ross
9411,trump’s
9412,commerce
9413,secretary
9414,reportedly
9415,described
9416,bombing
9417,syria
9418,maralago’s
9419,“after
9420,dinner
9421,entertainment”
9422,chilling
9423,part
9424,write
9425,trump
9426,started
9427,playing
9428,version
9429,maralago
9430,hunger
9431,games
9432,full
9433,arsenal
9434,us
9435,military
9436,power
9437,propsand
9438,getting
9439,plenty
9440,encouragement
9441,keep
9442,upping
9443,ante
9444,trump
9445,launched
9446,tomahawk
9447,missiles
9448,syria
9449,msnbc
9450,host
9451,brian
9452,williams
9453,declared
9454,images
9455,“beautiful”
9456,one
9457,week
9458,later
9459,trump
9460,went
9461,spectacle
9462,dropping
9463,largest
9464,nonnuclear
9465,weapon
9466,us
9467,arsenal
9468,cave
9469,complex
9470,afghanistan
9471,act
9472,violence
9473,indiscriminate
9474,disproportionate
9475,analysts
9476,struggled
9477,find
9478,rationale
9479,could
9480,resemble
9481,coherent
9482,military
9483,strategy
9484,strategythe
9485,megatonnage
9486,message
9487,mass
9488,communication
9489,bombs
9490,given
9491,trump
9492,ordered
9493,use
9494,weapon
9495,never
9496,deployed
9497,combat
9498,given
9499,twelve
9500,weeks
9501,presidency
9502,obvious
9503,provocation
9504,little
9505,reason
9506,hope
9507,able
9508,resist
9509,putting
9510,show
9511,showsthe
9512,televised
9513,apocalyptic
9514,violence
9515,fullblown
9516,war
9517,complete
9518,guaranteed
9519,blockbuster
9520,ratings
9521,well
9522,trump
9523,wars
9524,fought
9525,televised
9526,entertainment
9527,1990
9528,gulf
9529,war
9530,dubbed
9531,first
9532,videogame
9533,war
9534,complete
9535,logo
9536,theme
9537,music
9538,cnn
9539,nothing
9540,compared
9541,show
9542,put
9543,2003
9544,iraq
9545,invasion
9546,based
9547,military
9548,strategy
9549,called
9550,“shock
9551,awe”
9552,attacks
9553,designed
9554,spectacle
9555,cable
9556,news
9557,consumers
9558,also
9559,iraqis
9560,maximize
9561,sense
9562,helplessness
9563,“teach
9564,lesson”
9565,fearsome
9566,technology
9567,hands
9568,first
9569,reality
9570,tv
9571,president
9572,need
9573,get
9574,ready
9575,subject
9576,i’ll
9577,return
9578,chapter
9579,9
9580,
9581,hollow
9582,man
9583,one
9584,real
9585,aspect
9586,festival
9587,fakery
9588,trump
9589,presidency
9590,it’s
9591,hunger
9592,heart
9593,sheer
9594,insatiability
9595,trump
9596,likes
9597,talk
9598,doesn’t
9599,need
9600,moneyhe
9601,enough
9602,yet
9603,can’t
9604,help
9605,selling
9606,products
9607,every
9608,opportunity
9609,can’t
9610,stop
9611,working
9612,every
9613,angle
9614,it’s
9615,suffers
9616,obscure
9617,modern
9618,illnesslet’s
9619,call
9620,brand
9621,personality
9622,disorder
9623,causes
9624,slip
9625,brand
9626,promotion
9627,almost
9628,involuntarily
9629,he’ll
9630,giving
9631,political
9632,speech
9633,suddenly
9634,he’s
9635,talking
9636,beautiful
9637,expensive
9638,marble
9639,trump
9640,hotel
9641,gratuitously
9642,telling
9643,interviewer
9644,discussing
9645,ordered
9646,lethal
9647,bombing
9648,syria
9649,chocolate
9650,cake
9651,maralago
9652,“the
9653,beautifulyou’ve
9654,ever
9655,seen”
9656,unquenchable
9657,hunger
9658,hollowness
9659,center
9660,speak
9661,something
9662,realto
9663,profound
9664,emptiness
9665,heart
9666,culture
9667,spawned
9668,donald
9669,trump
9670,hollowness
9671,intimately
9672,connected
9673,rise
9674,lifestyle
9675,brands
9676,shift
9677,gave
9678,trump
9679,everexpanding
9680,platform
9681,rise
9682,hollow
9683,brands
9684,selling
9685,everything
9686,owning
9687,next
9688,nothinghappened
9689,decades
9690,key
9691,institutions
9692,used
9693,provide
9694,individuals
9695,sense
9696,community
9697,shared
9698,identity
9699,sharp
9700,decline
9701,tightly
9702,knit
9703,neighborhoods
9704,people
9705,looked
9706,one
9707,another
9708,large
9709,workplaces
9710,held
9711,promise
9712,job
9713,life
9714,space
9715,time
9716,ordinary
9717,people
9718,make
9719,art
9720,consume
9721,organized
9722,religion
9723,political
9724,movements
9725,trade
9726,unions
9727,grounded
9728,facetoface
9729,relationships
9730,publicinterest
9731,media
9732,strove
9733,knit
9734,nations
9735,together
9736,common
9737,conversation
9738,institutions
9739,traditions
9740,imperfect
9741,often
9742,deeply
9743,left
9744,many
9745,people
9746,often
9747,enforced
9748,unhealthy
9749,conformity
9750,offer
9751,something
9752,humans
9753,need
9754,wellbeing
9755,never
9756,cease
9757,long
9758,community
9759,connection
9760,sense
9761,mission
9762,larger
9763,immediate
9764,atomized
9765,desires
9766,two
9767,trendsthe
9768,decline
9769,communal
9770,institutions
9771,expansion
9772,corporate
9773,brands
9774,culturehave
9775,inverse
9776,seesawlike
9777,relationship
9778,one
9779,another
9780,decades
9781,influence
9782,institutions
9783,provided
9784,us
9785,essential
9786,sense
9787,belonging
9788,went
9789,power
9790,commercial
9791,brands
9792,went
9793,i’ve
9794,always
9795,taken
9796,solace
9797,dynamic
9798,means
9799,branded
9800,world
9801,exploit
9802,unmet
9803,need
9804,part
9805,something
9806,larger
9807,can’t
9808,fill
9809,sustained
9810,way
9811,make
9812,purchase
9813,part
9814,tribe
9815,big
9816,idea
9817,revolution
9818,feels
9819,good
9820,moment
9821,satisfaction
9822,wears
9823,almost
9824,you’ve
9825,thrown
9826,packaging
9827,new
9828,pair
9829,sneakers
9830,latest
9831,model
9832,iphone
9833,whatever
9834,surrogate
9835,find
9836,way
9837,fill
9838,void
9839,it’s
9840,perfect
9841,formula
9842,endless
9843,consumption
9844,perpetual
9845,selfcommodification
9846,social
9847,media
9848,it’s
9849,disaster
9850,planet
9851,cannot
9852,sustain
9853,levels
9854,consumption
9855,it’s
9856,always
9857,worth
9858,remembering
9859,heart
9860,cycle
9861,powerful
9862,forcethe
9863,human
9864,longing
9865,community
9866,connection
9867,simply
9868,refuses
9869,die
9870,means
9871,still
9872,hope
9873,rebuild
9874,communities
9875,begin
9876,derive
9877,meaning
9878,sense
9879,good
9880,life
9881,many
9882,us
9883,going
9884,less
9885,susceptible
9886,siren
9887,song
9888,mindless
9889,consumerism
9890,we’re
9891,might
9892,even
9893,spend
9894,less
9895,time
9896,producing
9897,editing
9898,personal
9899,brands
9900,social
9901,media
9902,we’ll
9903,see
9904,part
9905,iv
9906,
9907,many
9908,movements
9909,theorists
9910,working
9911,toward
9912,kind
9913,shift
9914,culture
9915,values
9916,get
9917,though
9918,important
9919,trails
9920,need
9921,follow
9922,help
9923,us
9924,understand
9925,ended
9926,part
9927,ii
9928,climate
9929,inequality
9930,imagine
9931,one
9932,reasons
9933,people
9934,cling
9935,hates
9936,stubbornly
9937,sense
9938,hate
9939,gone
9940,forced
9941,deal
9942,pain
9943,
9944,james
9945,baldwin
9946,notes
9947,native
9948,son
9949,
9950,1955
9951,chapter
9952,four
9953,climate
9954,clock
9955,strikes
9956,midnight
9957,let’s
9958,rewind
9959,bit
9960,week
9961,trump
9962,moment
9963,reeling
9964,witnessing
9965,one
9966,catastrophe
9967,two
9968,don’t
9969,think
9970,understand
9971,true
9972,danger
9973,trump
9974,disaster
9975,unless
9976,grapple
9977,mentioned
9978,australia
9979,work
9980,also
9981,conscious
9982,carbon
9983,involved
9984,kind
9985,travel
9986,might
9987,able
9988,return
9989,long
9990,time
9991,decided
9992,visit
9993,first
9994,time
9995,life
9996,great
9997,barrier
9998,reef
9999,coast
10000,queensland
10001,world
10002,heritage
10003,site
10004,earth’s
10005,largest
10006,natural
10007,structure
10008,made
10009,living
10010,creatures
10011,simultaneously
10012,beautiful
10013,frightening
10014,thing
10015,ever
10016,seen
10017,spent
10018,lot
10019,time
10020,underwater
10021,kid
10022,father
10023,taught
10024,snorkel
10025,six
10026,seven
10027,happiest
10028,memories
10029,always
10030,something
10031,amazing
10032,intimacy
10033,interactions
10034,ocean
10035,life
10036,first
10037,swim
10038,reef
10039,fish
10040,mostly
10041,scatter
10042,hang
10043,minutes
10044,stop
10045,seeing
10046,intruder
10047,become
10048,part
10049,seascape
10050,themthey’ll
10051,swim
10052,right
10053,mask
10054,nibble
10055,arm
10056,anxious
10057,kid
10058,always
10059,found
10060,experiences
10061,wonderfully
10062,dreamlike
10063,peaceful
10064,australian
10065,trip
10066,approached
10067,realized
10068,feelings
10069,seeing
10070,reef
10071,tied
10072,mother
10073,fouryearold
10074,boy
10075,toma
10076,parents
10077,sometimes
10078,make
10079,mistake
10080,exposing
10081,kids
10082,early
10083,threats
10084,dangers
10085,facing
10086,natural
10087,world
10088,first
10089,book
10090,nature
10091,lot
10092,children
10093,read
10094,dr
10095,seuss’s
10096,lorax
10097,
10098,pollution
10099,beautiful
10100,places
10101,turned
10102,garbage
10103,animals
10104,dying
10105,disappearing
10106,choking
10107,it’s
10108,really
10109,scary
10110,read
10111,toma
10112,two
10113,watched
10114,terror
10115,cross
10116,face
10117,thought
10118,“no
10119,completely
10120,wrong”
10121,read
10122,stories
10123,fasttalking
10124,squirrels
10125,books
10126,celebrate
10127,nature’s
10128,beauty
10129,wonder
10130,even
10131,know
10132,books
10133,species
10134,brink
10135,extinction
10136,toma
10137,doesn’t
10138,need
10139,worry
10140,yet
10141,figure
10142,job
10143,try
10144,create
10145,many
10146,positive
10147,experiences
10148,possible
10149,attach
10150,natural
10151,world
10152,need
10153,love
10154,something
10155,first
10156,protect
10157,defend
10158,also
10159,wanted
10160,go
10161,reef
10162,role
10163,journalist
10164,previous
10165,two
10166,years
10167,something
10168,unprecedented
10169,recorded
10170,history
10171,happened
10172,recordbreaking
10173,temperatures
10174,90
10175,percent
10176,great
10177,barrier
10178,reef
10179,impacted
10180,what’s
10181,known
10182,“mass
10183,bleaching
10184,event”
10185,it’s
10186,hard
10187,stress
10188,cataclysmic
10189,bleaching
10190,coral
10191,bleached
10192,beautiful
10193,intensely
10194,colored
10195,creaturesan
10196,ecosystem
10197,rich
10198,teeming
10199,amazon
10200,rain
10201,forestturn
10202,ghostly
10203,bonewhite
10204,bleached
10205,coral
10206,recover
10207,temperatures
10208,quickly
10209,go
10210,back
10211,normal
10212,levels
10213,time
10214,hadn’t
10215,gone
10216,back
10217,downso
10218,almost
10219,quarter
10220,reef
10221,died
10222,it’s
10223,worth
10224,underlining
10225,little
10226,warming
10227,took
10228,bring
10229,radical
10230,change
10231,ocean
10232,temperatures
10233,went
10234,one
10235,degree
10236,celsius
10237,higher
10238,levels
10239,incredible
10240,species
10241,adapted
10242,enough
10243,massive
10244,dieoff
10245,unlike
10246,many
10247,climate
10248,changerelated
10249,events
10250,wasn’t
10251,dramatic
10252,storm
10253,wildfire
10254,silent
10255,watery
10256,death
10257,got
10258,reef
10259,still
10260,air
10261,unreality
10262,whole
10263,thing
10264,port
10265,douglas
10266,boats
10267,packed
10268,tourists
10269,still
10270,going
10271,surface
10272,water
10273,blue
10274,beautiful
10275,stretches
10276,spectacular
10277,turquoise
10278,ocean
10279,way
10280,hiding
10281,humanity’s
10282,worst
10283,secrets
10284,lesson
10285,first
10286,learned
10287,covering
10288,bp’s
10289,deepwater
10290,horizon
10291,disaster
10292,seeing
10293,quickly
10294,spill
10295,disappeared
10296,headlines
10297,oil
10298,began
10299,sink
10300,though
10301,damage
10302,continued
10303,unabated
10304,went
10305,reef
10306,team
10307,extraordinarily
10308,dedicated
10309,marine
10310,biologists
10311,emotionally
10312,shattered
10313,documenting
10314,film
10315,crew
10316,guardian
10317,
10318,started
10319,filming
10320,parts
10321,reef
10322,still
10323,alive
10324,managed
10325,get
10326,toma
10327,put
10328,snorkel
10329,honest
10330,wasn’t
10331,sure
10332,going
10333,able
10334,focus
10335,coral
10336,learned
10337,swim
10338,wearing
10339,floaties
10340,scientists
10341,incredibly
10342,patient
10343,five
10344,solid
10345,minutes
10346,really
10347,able
10348,pull
10349,flash
10350,true
10351,wonderhe
10352,“saw
10353,nemo”
10354,saw
10355,sea
